year,agegroup,sex,race3,educ,deaths,pop,mortality_rate
2000,30-34,2,2,1,88.2162871305203,3198325.87435939,2.75820196552641e-05
2000,30-34,2,2,2,15.0613173149669,601157.98414302,2.50538422714913e-05
2000,35-39,1,1,1,321.021749714292,2585502.68198228,0.000124162218802329
2000,35-39,1,1,2,18.449525845649,116780.113288496,0.00015798516824582
2000,35-39,1,2,1,472.221474404073,2804824.49192541,0.000168360436014273
2000,35-39,1,2,2,57.1235654521056,497647.712803818,0.0001147871556171
2000,35-39,2,1,1,170.235482971443,2569776.36790838,6.62452519594156e-05
2000,35-39,2,1,2,11.1023141068332,142768.334870602,7.77645415343379e-05
2000,35-39,2,2,1,201.423838606443,3039829.06584649,6.62615674247962e-05
2000,35-39,2,2,2,23.8046354716705,614445.231374526,3.87416717653078e-05
2000,40-44,1,1,1,608.364988138851,2198223.64889623,0.000276752999379441
2000,40-44,1,1,2,30.2293161808124,106691.855835396,0.000283332930560793
2000,40-44,1,2,1,977.982428353666,2433535.20659581,0.000401877246609361
2000,40-44,1,2,2,192.204639098408,468928.28867257,0.000409880665639721
2000,40-44,2,1,1,318.91883898797,2193009.85982475,0.000145425173333902
2000,40-44,2,1,2,19.8198148523597,116369.495767936,0.000170317957653476
2000,40-44,2,2,1,436.519608901053,2690678.31276133,0.000162234038469307
2000,40-44,2,2,2,47.8882271368243,529910.331645983,9.03704349150472e-05
2000,45-49,1,1,1,915.387191990722,1779473.8082932,0.000514414535198314
2000,45-49,1,1,2,39.5537675551547,86989.3694578988,0.000454696565817711
2000,45-49,1,2,1,1611.74251023963,2022985.52352962,0.000796714801709272
2000,45-49,1,2,2,289.287117222498,390440.298719273,0.000740925355736641
2000,45-49,2,1,1,458.455607059909,1779547.19180338,0.000257624866129745
2000,45-49,2,1,2,32.2351598713999,90780.9141521254,0.000355087412067498
2000,45-49,2,2,1,701.9162606378,2276280.37250065,0.000308361074109116
2000,45-49,2,2,2,71.1531551879414,411489.521543839,0.000172916080392489
2000,50-54,1,1,1,1149.551744935,1417004.46075331,0.00081125485259508
2000,50-54,1,1,2,77.3736751398555,61254.0330109362,0.00126316050285279
2000,50-54,1,2,1,2253.10273655171,1680039.68031867,0.00134110090550024
2000,50-54,1,2,2,401.085556875899,287494.825917084,0.00139510530527452
2000,50-54,2,1,1,600.080591813409,1447301.72267623,0.000414620242905391
2000,50-54,2,1,2,17.3100170715406,56767.8616608889,0.000304926353839864
2000,50-54,2,2,1,927.913871032315,1916346.29543203,0.000484209911978943
2000,50-54,2,2,2,92.9773417868051,272456.120230858,0.000341256205615875
2000,55-59,1,1,1,1255.96129216928,1096559.88956741,0.00114536497652194
2000,55-59,1,1,2,78.8495878491922,36402.6161995878,0.00216604178713081
2000,55-59,1,2,1,2881.40294407713,1331359.24190416,0.00216425653826989
2000,55-59,1,2,2,463.569558826289,186232.252328837,0.00248920126900333
2000,55-59,2,1,1,669.303891988011,1165125.8070696,0.000574447744549898
2000,55-59,2,1,2,16.9206040109329,29117.3132311226,0.000581118315300017
2000,55-59,2,2,1,1353.73607846441,1568472.17686474,0.000863092185141863
2000,55-59,2,2,2,91.007467459792,151928.702834534,0.000599014312383806
2000,60-64,1,1,1,1431.9194279044,905824.213506539,0.00158079173260482
2000,60-64,1,1,2,86.5731213968804,21155.2797328527,0.00409227022710733
2000,60-64,1,2,1,3643.79201829313,1143400.15232011,0.00318680385943574
2000,60-64,1,2,2,462.474346397145,120263.354440501,0.00384551344462914
2000,60-64,2,1,1,924.505798413874,982982.527442682,0.000940510917136096
2000,60-64,2,1,2,13.2613536657728,14307.4954484542,0.000926881557540916
2000,60-64,2,2,1,2061.09034093425,1400971.69145378,0.00147118628699447
2000,60-64,2,2,2,109.471831295043,92027.2856550844,0.00118955840668104
2000,65-69,1,1,1,1476.11279131572,671022.431135207,0.00219979649386458
2000,65-69,1,1,2,70.0278228089854,11270.9812279271,0.00621310792670572
2000,65-69,1,2,1,4310.73296105426,901859.805440733,0.00477982601624832
2000,65-69,1,2,2,491.397887521286,81760.7821961324,0.00601019063568267
2000,65-69,2,1,1,1006.37604381193,743498.113739359,0.00135356906119163
2000,65-69,2,1,2,9.370354225437,7449.84159107248,0.00125779241221263
2000,65-69,2,2,1,2730.8077243314,1161705.50652424,0.00235068845675169
2000,65-69,2,2,2,126.84079593889,55278.5381453291,0.00229457580092697
2000,70-74,1,1,1,1485.69769159364,492072.058718168,0.00301926855075624
2000,70-74,1,1,2,45.5735488218909,6582.07688849323,0.00692388581810134
2000,70-74,1,2,1,4349.16257407433,718000.863753321,0.00605732220340134
